Serial,User ID
38,0000000000000003719
38,0000000000000003720
38,0000000000000003721
39,0000000000000003722
39,0000000000000003723
39,0000000000000003724
39,0000000000000003725
39,0000000000000003726
39,0000000000000003727
39,0000000000000003728
40,0000000000000003729
40,0000000000000003730
40,0000000000000003731
40,0000000000000003732
40,0000000000000003733
40,0000000000000003734
40,0000000000000003735
41,0000000000000003736
41,0000000000000003737
41,0000000000000003738
41,0000000000000003739
41,0000000000000003740
41,0000000000000003741
41,0000000000000003742
42,0000000000000003743
42,0000000000000003744
42,0000000000000003745
42,0000000000000003746
42,0000000000000003747
42,0000000000000003748
42,0000000000000003749
43,0000000000000003750
43,0000000000000003751
43,0000000000000003752
43,0000000000000003753
43,0000000000000003754
43,0000000000000003755
43,0000000000000003756
44,0000000000000003757
44,0000000000000003758
44,0000000000000003759
44,0000000000000003760
44,0000000000000003761
44,0000000000000003762
44,0000000000000003763
45,0000000000000003764
45,0000000000000003765
45,0000000000000003766
45,0000000000000003767
45,0000000000000003768
45,0000000000000003769
45,0000000000000003770
46,0000000000000003771
46,0000000000000003772
46,0000000000000003773
46,0000000000000003774
46,0000000000000003775
46,0000000000000003776
46,0000000000000003777
47,0000000000000003778
47,0000000000000003779
47,0000000000000003780
47,0000000000000003781
47,0000000000000003782
47,0000000000000003783
47,0000000000000003784
48,0000000000000003785
48,0000000000000003786
48,0000000000000003787
48,0000000000000003788
48,0000000000000003789
48,0000000000000003790
48,0000000000000003791
49,0000000000000003792
49,0000000000000003793
49,0000000000000003794
49,0000000000000003795
49,0000000000000003796
49,0000000000000003797
49,0000000000000003798
50,0000000000000003799
50,0000000000000003800
50,0000000000000003801
50,0000000000000003802
50,0000000000000003803
50,0000000000000003804
50,0000000000000003805
51,0000000000000003806
51,0000000000000003807
51,0000000000000003808
51,0000000000000003809
51,0000000000000003810
51,0000000000000003811
51,0000000000000003812
52,0000000000000003813
52,0000000000000003814
52,0000000000000003815
52,0000000000000003816
52,0000000000000003817
52,0000000000000003818
52,0000000000000003819
53,0000000000000003820
53,0000000000000003821
53,0000000000000003822
53,0000000000000003823
53,0000000000000003824
53,0000000000000003825
53,0000000000000003826
54,0000000000000003827
54,0000000000000003828
54,0000000000000003829
54,0000000000000003830
54,0000000000000003831
54,0000000000000003832
54,0000000000000003833
55,0000000000000003834
55,0000000000000003835
55,0000000000000003836
55,0000000000000003837
55,0000000000000003838
55,0000000000000003839
55,0000000000000003840
56,0000000000000003841
56,0000000000000003842
56,0000000000000003843
56,0000000000000003844
56,0000000000000003845
56,0000000000000003846
56,0000000000000003847
57,0000000000000003848
57,0000000000000003849
57,0000000000000003850
57,0000000000000003851
57,0000000000000003852
57,0000000000000003853
57,0000000000000003854
58,0000000000000003855
58,0000000000000003856
58,0000000000000003857
58,0000000000000003858
58,0000000000000003859
58,0000000000000003860
58,0000000000000003861
59,0000000000000003862
59,0000000000000003863
59,0000000000000003864
59,0000000000000003865
59,0000000000000003866
59,0000000000000003867
59,0000000000000003868
60,0000000000000003869
60,0000000000000003870
60,0000000000000003871
60,0000000000000003872
60,0000000000000003873
60,0000000000000003874
60,0000000000000003875
61,0000000000000003876
61,0000000000000003877
61,0000000000000003878
61,0000000000000003879
61,0000000000000003880
61,0000000000000003881
61,0000000000000003882
62,0000000000000003883
62,0000000000000003884
62,0000000000000003885
62,0000000000000003886
62,0000000000000003887
62,0000000000000003888
62,0000000000000003889
63,0000000000000003890
63,0000000000000003891
63,0000000000000003892
63,0000000000000003893
63,0000000000000003894
63,0000000000000003895
63,0000000000000003896
64,0000000000000003897
64,0000000000000003898
64,0000000000000003899
64,0000000000000003900
64,0000000000000003901
64,0000000000000003902
64,0000000000000003903
65,0000000000000003904
65,0000000000000003905
65,0000000000000003906
65,0000000000000003907
65,0000000000000003908
65,0000000000000003909
65,0000000000000003910
66,0000000000000003911
66,0000000000000003912
66,0000000000000003913
66,0000000000000003914
66,0000000000000003915
66,0000000000000003916
66,0000000000000003917
67,0000000000000003918
67,0000000000000003919
67,0000000000000003920
67,0000000000000003921
67,0000000000000003922
67,0000000000000003923
67,0000000000000003924
68,0000000000000003925
68,0000000000000003926
68,0000000000000003927
68,0000000000000003928
68,0000000000000003929
68,0000000000000003930
68,0000000000000003931
69,0000000000000003932
69,0000000000000003933
69,0000000000000003934
69,0000000000000003935
69,0000000000000003936
69,0000000000000003937
69,0000000000000003938
70,0000000000000003939
70,0000000000000003940
70,0000000000000003941
70,0000000000000003942
70,0000000000000003943
70,0000000000000003944
70,0000000000000003945
71,0000000000000003946
71,0000000000000003947
71,0000000000000003948
71,0000000000000003949
71,0000000000000003950
71,0000000000000003951
71,0000000000000003952
72,0000000000000003953
72,0000000000000003954
72,0000000000000003955
72,0000000000000003956
72,0000000000000003957
72,0000000000000003958
72,0000000000000003959
73,0000000000000003960
73,0000000000000003961
73,0000000000000003962
73,0000000000000003963
73,0000000000000003964
73,0000000000000003965
73,0000000000000003966
74,0000000000000003967
74,0000000000000003968
74,0000000000000003969
74,0000000000000003970
74,0000000000000003971
74,0000000000000003972
74,0000000000000003973
75,0000000000000003974
75,0000000000000003975
75,0000000000000003976
75,0000000000000003977
75,0000000000000003978
75,0000000000000003979
75,0000000000000003980
76,0000000000000003981
76,0000000000000003982
76,0000000000000003983
76,0000000000000003984
76,0000000000000003985
76,0000000000000003986
76,0000000000000003987
77,0000000000000003988
77,0000000000000003989
77,0000000000000003990
77,0000000000000003991
77,0000000000000003992
77,0000000000000003993
77,0000000000000003994
78,0000000000000003995
78,0000000000000003996
78,0000000000000003997
78,0000000000000003998
78,0000000000000003999
78,0000000000000004000
78,0000000000000004001
79,0000000000000004002
79,0000000000000004003
79,0000000000000004004
79,0000000000000004005
79,0000000000000004006
79,0000000000000004007
79,0000000000000004008
80,0000000000000004009
80,0000000000000004010
80,0000000000000004011
80,0000000000000004012
80,0000000000000004013
80,0000000000000004014
80,0000000000000004015
81,0000000000000004016
81,0000000000000004017
81,0000000000000004018
81,0000000000000004019
81,0000000000000004020
81,0000000000000004021
81,0000000000000004022
82,0000000000000004023
82,0000000000000004024
82,0000000000000004025
82,0000000000000004026
82,0000000000000004027
82,0000000000000004028
82,0000000000000004029
83,0000000000000004030
83,0000000000000004031
83,0000000000000004032
83,0000000000000004033
83,0000000000000004034
83,0000000000000004035
83,0000000000000004036
84,0000000000000004037
84,0000000000000004038
84,0000000000000004039
84,0000000000000004040
84,0000000000000004041
84,0000000000000004042
84,0000000000000004043
85,0000000000000004044
85,0000000000000004045
85,0000000000000004046
85,0000000000000004047
85,0000000000000004048
85,0000000000000004049
85,0000000000000004050
86,0000000000000004051
86,0000000000000004052
86,0000000000000004053
86,0000000000000004054
86,0000000000000004055
86,0000000000000004056
86,0000000000000004057
87,0000000000000004058
87,0000000000000004059
87,0000000000000004060
87,0000000000000004061
87,0000000000000004062
87,0000000000000004063
87,0000000000000004064
88,0000000000000004065
88,0000000000000004066
88,0000000000000004067
88,0000000000000004068
88,0000000000000004069
88,0000000000000004070
88,0000000000000004071
89,0000000000000004072
89,0000000000000004073
89,0000000000000004074
89,0000000000000004075
89,0000000000000004076
89,0000000000000004077
89,0000000000000004078
90,0000000000000004079
90,0000000000000004080
90,0000000000000004081
90,0000000000000004082
90,0000000000000004083
90,0000000000000004084
90,0000000000000004085
91,0000000000000004086
91,0000000000000004087
91,0000000000000004088
91,0000000000000004089
91,0000000000000004090
91,0000000000000004091
91,0000000000000004092
92,0000000000000004093
92,0000000000000004094
92,0000000000000004095
92,0000000000000004096
92,0000000000000004097
92,0000000000000004098
92,0000000000000004099
93,0000000000000004100
93,0000000000000004101
93,0000000000000004102
93,0000000000000004103
93,0000000000000004104
93,0000000000000004105
93,0000000000000004106
94,0000000000000004107
94,0000000000000004108
94,0000000000000004109
94,0000000000000004110
94,0000000000000004111
94,0000000000000004112
94,0000000000000004113
95,0000000000000004114
95,0000000000000004115
95,0000000000000004116
95,0000000000000004117
95,0000000000000004118
95,0000000000000004119
95,0000000000000004120
96,0000000000000004121
96,0000000000000004122
96,0000000000000004123
96,0000000000000004124
96,0000000000000004125
96,0000000000000004126
96,0000000000000004127
97,0000000000000004128
97,0000000000000004129
97,0000000000000004130
97,0000000000000004131
97,0000000000000004132
97,0000000000000004133
97,0000000000000004134
98,0000000000000004135
98,0000000000000004136
98,0000000000000004137
98,0000000000000004138
98,0000000000000004139
98,0000000000000004140
98,0000000000000004141
99,0000000000000004142
99,0000000000000004143
99,0000000000000004144
99,0000000000000004145
99,0000000000000004146
99,0000000000000004147
99,0000000000000004148
100,0000000000000004149
100,0000000000000004150
100,0000000000000004151
100,0000000000000004152
100,0000000000000004153
100,0000000000000004154
100,0000000000000004155
101,0000000000000004156
101,0000000000000004157
101,0000000000000004158
101,0000000000000004159
101,0000000000000004160
101,0000000000000004161
101,0000000000000004162
102,0000000000000004163
102,0000000000000004164
102,0000000000000004165
102,0000000000000004166
102,0000000000000004167
102,0000000000000004168
102,0000000000000004169
103,0000000000000004170
103,0000000000000004171
103,0000000000000004172
103,0000000000000004173
103,0000000000000004174
103,0000000000000004175
103,0000000000000004176
104,0000000000000004177
104,0000000000000004178
104,0000000000000004179
104,0000000000000004180
104,0000000000000004181
104,0000000000000004182
104,0000000000000004183
105,0000000000000004184
105,0000000000000004185
105,0000000000000004186
105,0000000000000004187
105,0000000000000004188
105,0000000000000004189
105,0000000000000004190
106,0000000000000004191
106,0000000000000004192
106,0000000000000004193
106,0000000000000004194
106,0000000000000004195
106,0000000000000004196
106,0000000000000004197
107,0000000000000004198
107,0000000000000004199
107,0000000000000004200
107,0000000000000004201
107,0000000000000004202
107,0000000000000004203
107,0000000000000004204
108,0000000000000004205
108,0000000000000004206
108,0000000000000004207
108,0000000000000004208
108,0000000000000004209
108,0000000000000004210
108,0000000000000004211
109,0000000000000004212
109,0000000000000004213
109,0000000000000004214
109,0000000000000004215
109,0000000000000004216
109,0000000000000004217
109,0000000000000004218
110,0000000000000004219
110,0000000000000004220
110,0000000000000004221
110,0000000000000004222
110,0000000000000004223
110,0000000000000004224
110,0000000000000004225
111,0000000000000004226
111,0000000000000004227
111,0000000000000004228
111,0000000000000004229
111,0000000000000004230
111,0000000000000004231
111,0000000000000004232
112,0000000000000004233
112,0000000000000004234
112,0000000000000004235
112,0000000000000004236
112,0000000000000004237
112,0000000000000004238
112,0000000000000004239
113,0000000000000004240
113,0000000000000004241
113,0000000000000004242
113,0000000000000004243
113,0000000000000004244
113,0000000000000004245
113,0000000000000004246
114,0000000000000004247
114,0000000000000004248
114,0000000000000004249
114,0000000000000004250
114,0000000000000004251
114,0000000000000004252
114,0000000000000004253
115,0000000000000004254
115,0000000000000004255
115,0000000000000004256
115,0000000000000004257
115,0000000000000004258
115,0000000000000004259
115,0000000000000004260
116,0000000000000004261
116,0000000000000004262
116,0000000000000004263
116,0000000000000004264
116,0000000000000004265
116,0000000000000004266
116,0000000000000004267
117,0000000000000004268
117,0000000000000004269
117,0000000000000004270
117,0000000000000004271
117,0000000000000004272
117,0000000000000004273
117,0000000000000004274
118,0000000000000004275
118,0000000000000004276
118,0000000000000004277
118,0000000000000004278
118,0000000000000004279
118,0000000000000004280
118,0000000000000004281
119,0000000000000004282
119,0000000000000004283
119,0000000000000004284
119,0000000000000004285
119,0000000000000004286
119,0000000000000004287
119,0000000000000004288
120,0000000000000004289
120,0000000000000004290
120,0000000000000004291
120,0000000000000004292
120,0000000000000004293
120,0000000000000004294
120,0000000000000004295
121,0000000000000004296
121,0000000000000004297
121,0000000000000004298
121,0000000000000004299
121,0000000000000004300
121,0000000000000004301
121,0000000000000004302
122,0000000000000004303
122,0000000000000004304
122,0000000000000004305
122,0000000000000004306
122,0000000000000004307
122,0000000000000004308
122,0000000000000004309
123,0000000000000004310
123,0000000000000004311
123,0000000000000004312
123,0000000000000004313
123,0000000000000004314
123,0000000000000004315
123,0000000000000004316
124,0000000000000004317
124,0000000000000004318
124,0000000000000004319
124,0000000000000004320
124,0000000000000004321
124,0000000000000004322
124,0000000000000004323
125,0000000000000004324
125,0000000000000004325
125,0000000000000004326
125,0000000000000004327
125,0000000000000004328
125,0000000000000004329
125,0000000000000004330
126,0000000000000004331
126,0000000000000004332
126,0000000000000004333
126,0000000000000004334
126,0000000000000004335
126,0000000000000004336
126,0000000000000004337
127,0000000000000004338
127,0000000000000004339
127,0000000000000004340
127,0000000000000004341
127,0000000000000004342
127,0000000000000004343
127,0000000000000004344
128,0000000000000004345
128,0000000000000004346
128,0000000000000004347
128,0000000000000004348
128,0000000000000004349
128,0000000000000004350
128,0000000000000004351
129,0000000000000004352
129,0000000000000004353
129,0000000000000004354
129,0000000000000004355
129,0000000000000004356
129,0000000000000004357
129,0000000000000004358
130,0000000000000004359
130,0000000000000004360
130,0000000000000004361
130,0000000000000004362
130,0000000000000004363
130,0000000000000004364
130,0000000000000004365
131,0000000000000004366
131,0000000000000004367
131,0000000000000004368
131,0000000000000004369
131,0000000000000004370
131,0000000000000004371
131,0000000000000004372
132,0000000000000004373
132,0000000000000004374
132,0000000000000004375
132,0000000000000004376
132,0000000000000004377
132,0000000000000004378
132,0000000000000004379
133,0000000000000004380
133,0000000000000004381
133,0000000000000004382
133,0000000000000004383
133,0000000000000004384
133,0000000000000004385
133,0000000000000004386
134,0000000000000004387
134,0000000000000004388
134,0000000000000004389
134,0000000000000004390
134,0000000000000004391
134,0000000000000004392
134,0000000000000004393
135,0000000000000004394
135,0000000000000004395
135,0000000000000004396
135,0000000000000004397
135,0000000000000004398
135,0000000000000004399
135,0000000000000004400
136,0000000000000004401
136,0000000000000004402
136,0000000000000004403
136,0000000000000004404
136,0000000000000004405
136,0000000000000004406
136,0000000000000004407
137,0000000000000004408
137,0000000000000004409
137,0000000000000004410
137,0000000000000004411
137,0000000000000004412
137,0000000000000004413
137,0000000000000004414
138,0000000000000004415
138,0000000000000004416
138,0000000000000004417
138,0000000000000004418
138,0000000000000004419
138,0000000000000004420
138,0000000000000004421
139,0000000000000004422
139,0000000000000004423
139,0000000000000004424
139,0000000000000004425
139,0000000000000004426
139,0000000000000004427
139,0000000000000004428
140,0000000000000004429
140,0000000000000004430
140,0000000000000004431
140,0000000000000004432
140,0000000000000004433
140,0000000000000004434
140,0000000000000004435
141,0000000000000004436
141,0000000000000004437
141,0000000000000004438
141,0000000000000004439
141,0000000000000004440
141,0000000000000004441
141,0000000000000004442
142,0000000000000004443
142,0000000000000004444
142,0000000000000004445
142,0000000000000004446
142,0000000000000004447
142,0000000000000004448
142,0000000000000004449
143,0000000000000004450
143,0000000000000004451
143,0000000000000004452
143,0000000000000004453
143,0000000000000004454
143,0000000000000004455
143,0000000000000004456
144,0000000000000004457
144,0000000000000004458
144,0000000000000004459
144,0000000000000004460
144,0000000000000004461
144,0000000000000004462
144,0000000000000004463
145,0000000000000004464
145,0000000000000004465
145,0000000000000004466
145,0000000000000004467
145,0000000000000004468
145,0000000000000004469
145,0000000000000004470
146,0000000000000004471
146,0000000000000004472
146,0000000000000004473
146,0000000000000004474
146,0000000000000004475
146,0000000000000004476
146,0000000000000004477
147,0000000000000004478
147,0000000000000004479
147,0000000000000004480
147,0000000000000004481
147,0000000000000004482
147,0000000000000004483
147,0000000000000004484
148,0000000000000004485
148,0000000000000004486
148,0000000000000004487
148,0000000000000004488
148,0000000000000004489
148,0000000000000004490
148,0000000000000004491
149,0000000000000004492
149,0000000000000004493
149,0000000000000004494
149,0000000000000004495
149,0000000000000004496
149,0000000000000004497
149,0000000000000004498
150,0000000000000004499
150,0000000000000004500
150,0000000000000004501
150,0000000000000004502
150,0000000000000004503
150,0000000000000004504
150,0000000000000004505
151,0000000000000004506
151,0000000000000004507
151,0000000000000004508
151,0000000000000004509
151,0000000000000004510
151,0000000000000004511
151,0000000000000004512
152,0000000000000004513
152,0000000000000004514
152,0000000000000004515
152,0000000000000004516
152,0000000000000004517
152,0000000000000004518
152,0000000000000004519
153,0000000000000004520
153,0000000000000004521
153,0000000000000004522
153,0000000000000004523
153,0000000000000004524
153,0000000000000004525
153,0000000000000004526
154,0000000000000004527
154,0000000000000004528
154,0000000000000004529
154,0000000000000004530
154,0000000000000004531
154,0000000000000004532
154,0000000000000004533
155,0000000000000004534
155,0000000000000004535
155,0000000000000004536
155,0000000000000004537
155,0000000000000004538
155,0000000000000004539
155,0000000000000004540
156,0000000000000004541
156,0000000000000004542
156,0000000000000004543
156,0000000000000004544
156,0000000000000004545
156,0000000000000004546
156,0000000000000004547
157,0000000000000004548
157,0000000000000004549
157,0000000000000004550
157,0000000000000004551
157,0000000000000004552
157,0000000000000004553
157,0000000000000004554
158,0000000000000004555
158,0000000000000004556
158,0000000000000004557
158,0000000000000004558
158,0000000000000004559
158,0000000000000004560
158,0000000000000004561
159,0000000000000004562
159,0000000000000004563
159,0000000000000004564
159,0000000000000004565
159,0000000000000004566
159,0000000000000004567
159,0000000000000004568
160,0000000000000004569
160,0000000000000004570
160,0000000000000004571
160,0000000000000004572
160,0000000000000004573
160,0000000000000004574
160,0000000000000004575
161,0000000000000004576
161,0000000000000004577
161,0000000000000004578
161,0000000000000004579
161,0000000000000004580
161,0000000000000004581
161,0000000000000004582
162,0000000000000004583
162,0000000000000004584
162,0000000000000004585
162,0000000000000004586
162,0000000000000004587
162,0000000000000004588
162,0000000000000004589
163,0000000000000004590
163,0000000000000004591
163,0000000000000004592
163,0000000000000004593
163,0000000000000004594
163,0000000000000004595
163,0000000000000004596
164,0000000000000004597
164,0000000000000004598
164,0000000000000004599
164,0000000000000004600
164,0000000000000004601
164,0000000000000004602
164,0000000000000004603
165,0000000000000004604
165,0000000000000004605
165,0000000000000004606
165,0000000000000004607
165,0000000000000004608
165,0000000000000004609
165,0000000000000004610
166,0000000000000004611
166,0000000000000004612
166,0000000000000004613
166,0000000000000004614
166,0000000000000004615
166,0000000000000004616
166,0000000000000004617
167,0000000000000004618
167,0000000000000004619
167,0000000000000004620
167,0000000000000004621
167,0000000000000004622
167,0000000000000004623
167,0000000000000004624
168,0000000000000004625
168,0000000000000004626
168,0000000000000004627
168,0000000000000004628
168,0000000000000004629
168,0000000000000004630
168,0000000000000004631
169,0000000000000004632
169,0000000000000004633
169,0000000000000004634
169,0000000000000004635
169,0000000000000004636
169,0000000000000004637
169,0000000000000004638
170,0000000000000004639
170,0000000000000004640
170,0000000000000004641
170,0000000000000004642
170,0000000000000004643
170,0000000000000004644
170,0000000000000004645
171,0000000000000004646
171,0000000000000004647
171,0000000000000004648
171,0000000000000004649
171,0000000000000004650
171,0000000000000004651
171,0000000000000004652
172,0000000000000004653
172,0000000000000004654
172,0000000000000004655
172,0000000000000004656
172,0000000000000004657
172,0000000000000004658
172,0000000000000004659
173,0000000000000004660
173,0000000000000004661
173,0000000000000004662
173,0000000000000004663
173,0000000000000004664
173,0000000000000004665
173,0000000000000004666
174,0000000000000004667
174,0000000000000004668
174,0000000000000004669
174,0000000000000004670
174,0000000000000004671
174,0000000000000004672
174,0000000000000004673
175,0000000000000004674
175,0000000000000004675
175,0000000000000004676
175,0000000000000004677
175,0000000000000004678
175,0000000000000004679
175,0000000000000004680
176,0000000000000004681
176,0000000000000004682
176,0000000000000004683
176,0000000000000004684
176,0000000000000004685
176,0000000000000004686
176,0000000000000004687
177,0000000000000004688
177,0000000000000004689
177,0000000000000004690
177,0000000000000004691
177,0000000000000004692
177,0000000000000004693
177,0000000000000004694
178,0000000000000004695
178,0000000000000004696
178,0000000000000004697
178,0000000000000004698
178,0000000000000004699
178,0000000000000004700
178,0000000000000004701
179,0000000000000004702
179,0000000000000004703
179,0000000000000004704
179,0000000000000004705
179,0000000000000004706
179,0000000000000004707
179,0000000000000004708
180,0000000000000004709
180,0000000000000004710
180,0000000000000004711
180,0000000000000004712
180,0000000000000004713
180,0000000000000004714
180,0000000000000004715
181,0000000000000004716
181,0000000000000004717
181,0000000000000004718
181,0000000000000004719
181,0000000000000004720
181,0000000000000004721
181,0000000000000004722
182,0000000000000004723
182,0000000000000004724
182,0000000000000004725
182,0000000000000004726
182,0000000000000004727
182,0000000000000004728
182,0000000000000004729
183,0000000000000004730
183,0000000000000004731
183,0000000000000004732
183,0000000000000004733
183,0000000000000004734
183,0000000000000004735
183,0000000000000004736
184,0000000000000004737
184,0000000000000004738
184,0000000000000004739
184,0000000000000004740
184,0000000000000004741
184,0000000000000004742
184,0000000000000004743
185,0000000000000004744
185,0000000000000004745
185,0000000000000004746
185,0000000000000004747
185,0000000000000004748
185,0000000000000004749
185,0000000000000004750
186,0000000000000004751
186,0000000000000004752
186,0000000000000004753
186,0000000000000004754
186,0000000000000004755
186,0000000000000004756
186,0000000000000004757
187,0000000000000004758
187,0000000000000004759
187,0000000000000004760
187,0000000000000004761
187,0000000000000004762
187,0000000000000004763
187,0000000000000004764
188,0000000000000004765
188,0000000000000004766
188,0000000000000004767
188,0000000000000004768
188,0000000000000004769
188,0000000000000004770
188,0000000000000004771
189,0000000000000004772
189,0000000000000004773
189,0000000000000004774
189,0000000000000004775
189,0000000000000004776
189,0000000000000004777
189,0000000000000004778
190,0000000000000004779
190,0000000000000004780
190,0000000000000004781
190,0000000000000004782
190,0000000000000004783
190,0000000000000004784
190,0000000000000004785
191,0000000000000004786
191,0000000000000004787
191,0000000000000004788
191,0000000000000004789
191,0000000000000004790
191,0000000000000004791
191,0000000000000004792
192,0000000000000004793
192,0000000000000004794
192,0000000000000004795
192,0000000000000004796
192,0000000000000004797
192,0000000000000004798
192,0000000000000004799
193,0000000000000004800
193,0000000000000004801
193,0000000000000004802
193,0000000000000004803
193,0000000000000004804
193,0000000000000004805
193,0000000000000004806
194,0000000000000004807
194,0000000000000004808
194,0000000000000004809
194,0000000000000004810
194,0000000000000004811
194,0000000000000004812
194,0000000000000004813
195,0000000000000004814
195,0000000000000004815
195,0000000000000004816
195,0000000000000004817
195,0000000000000004818
195,0000000000000004819
195,0000000000000004820
196,0000000000000004821
196,0000000000000004822
196,0000000000000004823
196,0000000000000004824
196,0000000000000004825
196,0000000000000004826
196,0000000000000004827
197,0000000000000004828
197,0000000000000004829
197,0000000000000004830
197,0000000000000004831
197,0000000000000004832
197,0000000000000004833
197,0000000000000004834
198,0000000000000004835
198,0000000000000004836
198,0000000000000004837
198,0000000000000004838
198,0000000000000004839
198,0000000000000004840
198,0000000000000004841
199,0000000000000004842
199,0000000000000004843
199,0000000000000004844
199,0000000000000004845
199,0000000000000004846
199,0000000000000004847
199,0000000000000004848
200,0000000000000004849
200,0000000000000004850
200,0000000000000004851
200,0000000000000004852
200,0000000000000004853
